X,Y,bar_type,title,x-title,y-title
0.989010989010989,29.368421052631600,Vertical Simple Bar,Game length for one player version of snakes and ladders,Game_Length,Game_Number
1.9874411302982700,28.421052631579000,,,,
2.9858712715855600,30.315789473684200,,,,
3.984301412872840,15.473684210526300,,,,
4.982731554160130,23.368421052631600,,,,
5.98116169544741,28.421052631579000,,,,
6.979591836734700,27.47368421052630,,,,
7.978021978021980,114.94736842105300,,,,
8.976452119309270,41.05263157894740,,,,
9.974882260596550,22.42105263157900,,,,
