bin_center,freq,bin_width,bar_type,title,x-title,y-title
-2.5261538461538500,0.9770114942528740,0.5907692307692310,Histogram,Simple,_,_
-1.9907692307692300,3.0459770114942500,0.5723076923076920,,,,
-1.4184615384615400,8.505747126436780,0.5907692307692310,,,,
-0.8646153846153850,15.000000000000000,0.5538461538461540,,,,
-0.2923076923076930,21.03448275862070,0.5907692307692310,,,,
0.27999999999999900,21.49425287356320,0.6276923076923080,,,,
0.8707692307692300,15.344827586206900,0.5538461538461540,,,,
1.443076923076920,8.67816091954023,0.5907692307692310,,,,
1.960000000000000,3.275862068965520,0.5723076923076920,,,,
2.5138461538461500,1.149425287356320,0.5723076923076920,,,,
